swr_factor,k_min,par_id
1.402,9.151e-06,p1828
0.6261,3.693e-06,p1829
0.6186,6.498e-06,p1830
1.266,1.212e-06,p1831
1.282,8.219e-06,p1832
1.456,8.315e-06,p1833
1.854,1.588e-06,p1834
1.459,6.638e-06,p1835
0.651,3.894e-06,p1836
1.004,8.111e-06,p1837
0.5831,7.717e-07,p1838
0.8183,6.431e-07,p1839
1.302,8.649e-06,p1840
1.188,8.053e-06,p1841
1.382,7.323e-06,p1842
0.5244,1.736e-06,p1843
1.331,9.744e-07,p1844
1.64,3.508e-06,p1845
1.532,9.535e-06,p1846
0.7457,3.515e-06,p1847
0.9476,9.078e-06,p1848
1.741,8.571e-06,p1849
1.788,4.465e-06,p1850
0.54,6.106e-06,p1851
0.8886,4.649e-06,p1852
0.9277,2.19e-06,p1853
0.9073,5.487e-07,p1854
0.8288,2.389e-06,p1855
1.5,4.779e-06,p1856
1.619,3.821e-06,p1857
0.9345,3.653e-06,p1858
0.5994,3.812e-06,p1859
1.274,8.275e-07,p1860
0.8206,4.91e-06,p1861
1.023,2.063e-06,p1862
1.005,1.609e-06,p1863
0.8817,1.056e-06,p1864
0.5502,1.951e-06,p1865
0.9315,9.118e-06,p1866
1.11,7.579e-06,p1867
1.682,7.461e-06,p1868
0.7884,1.17e-06,p1869
0.5108,4.156e-06,p1870
0.6402,8.106e-07,p1871
1.434,8.334e-06,p1872
1.86,3.105e-06,p1873
0.9331,9.359e-06,p1874
1.807,4.061e-06,p1875
1.566,3.085e-06,p1876
0.7259,5.184e-06,p1877
1.852,1.723e-07,p1878
1.01,8.89e-06,p1879
0.8413,3.726e-06,p1880
1.045,4.47e-06,p1881
1.655,7.404e-06,p1882
1.505,4.3e-06,p1883
1.111,4.23e-06,p1884
1.404,5.625e-06,p1885
1.766,4.939e-06,p1886
0.8486,6.656e-06,p1887
1.733,2.167e-06,p1888
1.289,7.777e-06,p1889
1.021,7.605e-07,p1890
1.399,1.295e-06,p1891
0.9285,6.181e-06,p1892
1.162,3.892e-06,p1893
1.049,5.529e-06,p1894
1.65,7.062e-06,p1895
1.615,4.506e-06,p1896
1.334,9.866e-06,p1897
1.94,6.994e-06,p1898
1.933,4.013e-06,p1899
1.6,5.823e-06,p1900
1.626,8.012e-06,p1901
0.6734,8.751e-06,p1902
0.7089,4.702e-06,p1903
1.322,8.328e-06,p1904
0.7893,4.988e-06,p1905
1.547,3.119e-06,p1906
1.224,8.862e-06,p1907
1.849,5.104e-06,p1908
1.215,6.693e-06,p1909
1.497,2.483e-06,p1910
0.6267,7.922e-06,p1911
0.7712,6.191e-06,p1912
1.633,2.81e-06,p1913
1.82,7.474e-06,p1914
1.922,7.237e-07,p1915
0.5875,9.711e-07,p1916
1.541,3.69e-06,p1917
1.256,2.314e-07,p1918
1.964,3.401e-06,p1919
1.779,6.219e-06,p1920
1.154,3.846e-06,p1921
1.015,3.181e-06,p1922
1.776,1.427e-06,p1923
1.455,4.233e-06,p1924
1.514,7.981e-07,p1925
1.403,5.046e-06,p1926
1.489,6.501e-06,p1927
0.8822,9.602e-06,p1928
1.183,2.065e-06,p1929
0.763,7.027e-06,p1930
1.798,5.112e-06,p1931
1.08,5.206e-06,p1932
1.742,5.008e-07,p1933
1.949,7.384e-06,p1934
1.3,7.697e-06,p1935
1.93,3.958e-06,p1936
1.054,1.795e-06,p1937
0.6753,7.595e-06,p1938
1.862,1.618e-06,p1939
0.6796,9.783e-06,p1940
0.6198,5.762e-07,p1941
0.9818,3.505e-06,p1942
1.767,7.51e-06,p1943
1.367,1.419e-07,p1944
0.9718,5.593e-06,p1945
0.8888,2.126e-06,p1946
1.978,3.068e-06,p1947
1.935,1.44e-06,p1948
1.462,5.425e-06,p1949
1.06,3.479e-06,p1950
0.5034,7.581e-06,p1951
1.28,5.042e-07,p1952
0.7066,5.705e-06,p1953
0.6095,3.419e-07,p1954
0.5346,3.814e-06,p1955
1.336,1.148e-06,p1956
1.138,2.117e-06,p1957
1.707,9.155e-06,p1958
1.879,7.702e-06,p1959
1.276,2.501e-07,p1960
1.784,6.04e-06,p1961
1.84,8.213e-06,p1962
1.675,3.528e-06,p1963
1.766,3.647e-06,p1964
0.5425,6.371e-06,p1965
1.799,4.522e-06,p1966
0.6216,3.538e-06,p1967
0.5882,8.264e-06,p1968
1.253,1.352e-06,p1969
0.6039,6.638e-06,p1970
0.8485,9.602e-07,p1971
1.091,5.273e-06,p1972
0.5627,2.627e-06,p1973
1.67,9.552e-06,p1974
1.864,7.427e-06,p1975
1.29,7.133e-06,p1976
1.45,1.383e-06,p1977
1.957,1.583e-06,p1978
0.757,2.542e-06,p1979
1.206,1.393e-06,p1980
1.436,5.798e-06,p1981
1.357,6.471e-06,p1982
1.109,3.916e-06,p1983
0.985,1.664e-06,p1984
1.7,1.251e-06,p1985
1.869,8.029e-06,p1986
1.581,7.64e-07,p1987
1.258,7.469e-07,p1988
0.6765,2.01e-06,p1989
0.7075,5.372e-06,p1990
0.8948,8.377e-06,p1991
1.377,6.309e-06,p1992
1.006,9.714e-06,p1993
1.243,9.787e-06,p1994
1.513,9.11e-06,p1995
0.5063,1.514e-06,p1996
0.5292,1.309e-06,p1997
1.146,5.981e-06,p1998
1.303,2.846e-06,p1999
0.6369,2.45e-06,p2000
0.8698,4.914e-06,p2001
1.141,8.292e-06,p2002
1.125,6.381e-06,p2003
1.198,4.378e-06,p2004
1.724,9.567e-06,p2005
0.7616,9.565e-06,p2006
1.582,9.542e-06,p2007
1.787,5.308e-06,p2008
0.578,8.395e-07,p2009
0.9435,2.446e-06,p2010
0.5182,2.912e-06,p2011
1.234,3.211e-06,p2012
0.6597,6.015e-06,p2013
0.9926,4.079e-06,p2014
0.9819,7.843e-06,p2015
1.415,4.515e-06,p2016
1.207,7.519e-06,p2017
1.112,6.208e-06,p2018
0.6653,3.884e-06,p2019
1.544,3.157e-06,p2020
1.789,4.563e-06,p2021
1.19,9.835e-06,p2022
1.833,9.136e-06,p2023
0.7546,3.089e-06,p2024
1.472,3.112e-06,p2025
1.547,5.583e-06,p2026
1.616,9.279e-06,p2027
1.46,9.31e-06,p2028
1.053,3.724e-07,p2029
0.9761,3.817e-06,p2030
1.089,6.436e-06,p2031
0.5328,4.072e-06,p2032
1.043,8.908e-06,p2033
1.858,3.984e-06,p2034
1.989,2.95e-06,p2035
1.97,1.332e-06,p2036
1.139,8.058e-06,p2037
1.611,8.817e-06,p2038
1.797,2.697e-06,p2039
0.9131,3.535e-06,p2040
1.226,4.147e-06,p2041
0.9426,7.667e-06,p2042
1.584,2.935e-06,p2043
0.6802,5.475e-06,p2044
0.8853,7.878e-06,p2045
1.388,8.34e-06,p2046
0.8739,9.855e-06,p2047
1.056,2.686e-07,p2048
0.795,8.25e-06,p2049
1.483,9.83e-06,p2050
1.333,1.697e-06,p2051
1.654,1.813e-06,p2052
1.307,6.573e-07,p2053
0.5609,5.208e-06,p2054
1.909,9.044e-06,p2055
0.6968,9.469e-06,p2056
1.481,8.502e-06,p2057
1.212,3.253e-06,p2058
0.7284,5.655e-06,p2059
1.204,6.048e-06,p2060
0.5817,3.527e-06,p2061
0.8951,5.372e-06,p2062
0.628,6.346e-06,p2063
1.782,8.863e-06,p2064
1.644,4.652e-06,p2065
0.9058,7.417e-06,p2066
1.895,6.024e-06,p2067
1.329,6.171e-06,p2068
1.986,7.842e-06,p2069
1.586,4.695e-06,p2070
1.74,2.971e-06,p2071
1.239,6.724e-06,p2072
1.592,9.323e-06,p2073
0.5572,5.009e-06,p2074
1.373,5.002e-06,p2075
1.589,6.327e-06,p2076
1.672,3.275e-06,p2077
1.428,9.004e-06,p2078
1.161,3.573e-06,p2079
1.714,4.292e-06,p2080
1.203,2.082e-06,p2081
0.6816,9.179e-06,p2082
1.085,3.073e-06,p2083
1.087,7.272e-06,p2084
1.643,1.025e-06,p2085
1.191,1.406e-06,p2086
1.427,2.371e-06,p2087
1.497,9.743e-06,p2088
1.253,7.156e-06,p2089
1.238,8.608e-06,p2090
0.6547,4.408e-06,p2091
1.871,7.399e-06,p2092
0.8738,8.261e-06,p2093
1.955,9.946e-06,p2094
1.657,1.451e-06,p2095
0.8966,3.64e-06,p2096
0.9733,5.535e-06,p2097
1.526,4.747e-07,p2098
0.8799,1.476e-06,p2099
1.715,4.816e-06,p2100
0.9843,6.532e-06,p2101
1.931,3.486e-06,p2102
0.715,1.58e-06,p2103
1.374,5.403e-06,p2104
0.9412,3.954e-06,p2105
1.003,9.085e-06,p2106
0.6229,5.923e-06,p2107
0.5355,2.92e-07,p2108
1.286,8.342e-06,p2109
1.4,2.242e-07,p2110
1.352,5.41e-06,p2111
1.645,7.42e-06,p2112
0.8177,9.148e-06,p2113
1.902,6.884e-06,p2114
0.8008,6.567e-06,p2115
0.8438,9.124e-06,p2116
1.067,8.943e-06,p2117
1.098,8.365e-07,p2118
0.5541,8.359e-06,p2119
1.399,3.898e-06,p2120
1.221,9.438e-06,p2121
0.6368,3.965e-06,p2122
0.8138,3.565e-06,p2123
0.8283,8.444e-06,p2124
1.479,5.088e-06,p2125
0.9228,4.051e-06,p2126
1.881,8.078e-07,p2127
1.594,9.717e-06,p2128
1.087,3.23e-06,p2129
1.364,9.678e-06,p2130
0.7437,8.971e-06,p2131
0.5545,5.598e-06,p2132
0.9081,1.012e-06,p2133
1.235,8.374e-06,p2134
0.8655,2.028e-06,p2135
1.398,1.958e-06,p2136
0.6953,6.891e-06,p2137
1.432,4.935e-06,p2138
1.251,3.5e-06,p2139
0.634,8.8e-06,p2140
0.9852,6.911e-06,p2141
1.761,9.504e-06,p2142
1.612,7.662e-06,p2143
0.5027,6.555e-07,p2144
1.456,6.595e-06,p2145
1.664,3.788e-06,p2146
1.807,9.694e-06,p2147
1.025,6.342e-06,p2148
1.838,9.076e-06,p2149
0.522,2.046e-06,p2150
1.559,6.523e-06,p2151
0.8164,7.33e-06,p2152
0.598,3.973e-06,p2153
0.8379,2.373e-06,p2154
1.585,5.061e-06,p2155
1.055,5.247e-06,p2156
0.993,5.63e-06,p2157
0.8119,3.851e-06,p2158
1.186,3.879e-06,p2159
1.639,3.164e-06,p2160
0.5171,1.023e-06,p2161
1.771,5.315e-06,p2162
1.483,8.052e-06,p2163
0.8471,7.927e-06,p2164
0.9866,8.095e-06,p2165
1.684,7.797e-06,p2166
1.298,9.089e-06,p2167
0.9894,7.5e-06,p2168
1.697,9.347e-06,p2169
0.6718,5.962e-06,p2170
1.513,1.044e-06,p2171
1.023,3.243e-06,p2172
0.6724,8.339e-06,p2173
1.34,9.627e-06,p2174
1.503,6.791e-06,p2175
1.81,9.789e-06,p2176
1.661,4.976e-06,p2177
1.187,5.776e-06,p2178
1.796,2.761e-06,p2179
0.7697,2.85e-06,p2180
0.5432,3.569e-06,p2181
0.7458,3.535e-07,p2182
1.54,5.096e-06,p2183
1.372,7.653e-06,p2184
0.7231,2.252e-06,p2185
0.8373,6.14e-06,p2186
1.761,3.384e-06,p2187
0.7869,4.471e-06,p2188
1.651,1.502e-06,p2189
0.7317,2.203e-06,p2190
1.463,6.367e-06,p2191
1.731,6.027e-06,p2192
0.6242,5.999e-06,p2193
1,2.922e-06,p2194
1.35,1.164e-06,p2195
1.113,3.402e-06,p2196
0.502,5.478e-06,p2197
1.182,6.138e-06,p2198
1.827,2.855e-07,p2199
1.387,6.848e-06,p2200
0.7171,6.603e-06,p2201
0.9615,6.748e-06,p2202
0.6682,5.347e-06,p2203
1.506,7.04e-06,p2204
1.02,4.96e-06,p2205
0.673,9.873e-06,p2206
0.8248,3.397e-06,p2207
1.247,4.761e-06,p2208
1.84,4.521e-06,p2209
0.9674,1.598e-06,p2210
0.6301,1.152e-06,p2211
1.895,2.629e-06,p2212
1.248,2.905e-06,p2213
0.8111,7.503e-06,p2214
1.609,4.767e-07,p2215
1.916,4.346e-06,p2216
1.32,3.937e-06,p2217
0.9268,8.839e-06,p2218
1.768,2.152e-06,p2219
1.51,6.03e-06,p2220
1.245,4.41e-06,p2221
1.592,1.324e-06,p2222
0.9087,8.21e-06,p2223
1.417,5.023e-06,p2224
1.026,9.517e-06,p2225
1.679,6.477e-06,p2226
1.68,9.498e-06,p2227
0.8827,1.998e-06,p2228
1.265,3.286e-06,p2229
1.86,2.487e-06,p2230
1.428,4.175e-06,p2231
0.6123,1.629e-06,p2232
1.706,7.718e-06,p2233
1.424,4.723e-06,p2234
0.7553,3.172e-06,p2235
0.6893,2.375e-06,p2236
0.793,9.546e-06,p2237
1.565,7.518e-07,p2238
0.642,2.882e-06,p2239
1.157,8.471e-06,p2240
1.143,7.441e-06,p2241
0.5662,1.629e-06,p2242
1.163,3.989e-07,p2243
0.8975,3.398e-06,p2244
1.652,3.613e-06,p2245
1.345,4.151e-06,p2246
1.975,6.686e-06,p2247
0.5674,5.411e-06,p2248
0.5785,9.863e-06,p2249
1.557,7.826e-06,p2250
1.913,1.656e-06,p2251
0.7612,6.36e-06,p2252
0.8734,5.928e-06,p2253
1.27,7.932e-06,p2254
1.936,5.328e-07,p2255
1.915,4.544e-06,p2256
1.81,9.801e-06,p2257
1.081,9.169e-06,p2258
1.347,2.832e-06,p2259
1.434,8.652e-06,p2260
0.999,9.814e-06,p2261
1.79,3.388e-06,p2262
0.8441,1.499e-06,p2263
1.218,2.985e-06,p2264
1.268,3.86e-07,p2265
1.284,8.433e-06,p2266
1.067,9.376e-06,p2267
1.583,5.158e-06,p2268
0.9809,9.384e-06,p2269
1.69,4.349e-06,p2270
1.628,9.32e-06,p2271
1.262,7.915e-06,p2272
0.8496,8.303e-07,p2273
0.911,8.392e-06,p2274
1.494,6.536e-07,p2275
0.9224,2.693e-06,p2276
0.5087,5.406e-06,p2277
1.792,8.997e-06,p2278
0.617,7.213e-06,p2279
1.784,3.612e-06,p2280
1.153,8.17e-06,p2281
0.9453,9.911e-06,p2282
1.324,5.293e-06,p2283
1.922,5.8e-07,p2284
1.867,8.057e-06,p2285
1.094,2.762e-06,p2286
0.9516,1.14e-06,p2287
1.417,7.253e-06,p2288
0.7953,4.316e-06,p2289
1.01,4.258e-06,p2290
0.8323,6.111e-06,p2291
1.269,4.012e-06,p2292
1.419,2.039e-06,p2293
1.368,1.689e-06,p2294
1.106,5.437e-06,p2295
1.405,8.296e-07,p2296
1.618,4.182e-06,p2297
1.519,5.582e-06,p2298
1.97,8.418e-06,p2299
1.426,2.163e-06,p2300
1.24,6.807e-06,p2301
1.832,4.907e-06,p2302
1.165,6.278e-06,p2303
1.097,8.891e-07,p2304
0.8586,4.71e-06,p2305
0.857,8.257e-06,p2306
1.829,6.15e-06,p2307
0.8242,5.723e-06,p2308
1.631,4.759e-06,p2309
1.533,3.307e-06,p2310
1.214,5.31e-06,p2311
1.749,1.963e-06,p2312
0.5905,9.921e-06,p2313
1.681,3.547e-06,p2314
1.903,8.937e-06,p2315
0.5312,8.852e-06,p2316
1.551,4.626e-06,p2317
1.694,9.054e-06,p2318
1.285,4.294e-06,p2319
1.572,3.326e-06,p2320
1.125,4.335e-06,p2321
0.9756,3.491e-06,p2322
0.671,6.213e-06,p2323
0.7266,6.982e-06,p2324
1.22,1.026e-06,p2325
1.68,9.755e-06,p2326
1.229,5.811e-06,p2327
1.368,6.261e-06,p2328
1.075,2.362e-06,p2329
1.304,8.241e-06,p2330
1.768,8.204e-06,p2331
1.156,6.122e-06,p2332
1.489,6.671e-06,p2333
1.424,8.73e-06,p2334
0.9437,8.235e-06,p2335
0.9693,8.875e-06,p2336
1.373,3.038e-06,p2337
0.8215,3.246e-06,p2338
0.5513,3.07e-06,p2339
1.917,6.621e-06,p2340
1.012,5.727e-06,p2341
1.646,6.901e-06,p2342
1.617,9.159e-06,p2343
0.8801,1.669e-06,p2344
1.012,6.828e-06,p2345
0.9034,7.006e-07,p2346
1.004,8.69e-07,p2347
0.7995,7.665e-06,p2348
1.844,1.108e-06,p2349
0.6551,7.925e-06,p2350
1.785,5.82e-06,p2351
1.451,8.197e-07,p2352
1.064,1.064e-06,p2353
1.95,4.529e-07,p2354
0.5372,3.071e-06,p2355
1.395,8.907e-06,p2356
1.621,3.786e-06,p2357
1.52,3.261e-06,p2358
0.6567,8.425e-06,p2359
1.898,8.746e-06,p2360
0.6986,7.185e-06,p2361
1.912,4.835e-06,p2362
1.145,5.965e-07,p2363
1.116,9.648e-06,p2364
1.585,2.719e-06,p2365
1.437,5.185e-06,p2366
1.613,5.074e-06,p2367
1.835,7.122e-07,p2368
1.018,8.956e-06,p2369
1.737,4.772e-06,p2370
1.68,8.343e-07,p2371
0.9054,7.289e-06,p2372
1.906,9.805e-06,p2373
0.9548,8.99e-06,p2374
1.314,6.254e-06,p2375
1.021,4.644e-06,p2376
1.04,7.538e-06,p2377
1.071,7.021e-06,p2378
0.7204,9.482e-06,p2379
1.877,5.813e-06,p2380
0.8969,3.767e-06,p2381
0.7643,6.026e-06,p2382
0.7591,7.047e-06,p2383
1.933,8.191e-06,p2384
1.181,4.724e-06,p2385
0.9953,8.09e-06,p2386
1.983,4.898e-06,p2387
1.343,5.769e-06,p2388
0.5238,4.647e-06,p2389
1.932,3.082e-06,p2390
1.281,1.369e-06,p2391
1.038,4.126e-06,p2392
1.964,1.215e-06,p2393
0.9859,3.41e-06,p2394
0.5977,1.905e-06,p2395
1.038,1.642e-06,p2396
0.9066,9.391e-06,p2397
1.193,6.538e-06,p2398
1.644,8.675e-06,p2399
1.362,5.236e-06,p2400
0.9192,8.544e-06,p2401
1.076,9.964e-06,p2402
0.8831,3.044e-06,p2403
1.663,9.708e-06,p2404
1.939,8.092e-06,p2405
1.857,1.008e-06,p2406
1.371,4.674e-06,p2407
1.196,9.017e-06,p2408
0.7912,4.205e-06,p2409
1.804,4.558e-06,p2410
1.378,4.575e-06,p2411
1.997,5.489e-06,p2412
0.8759,9.936e-06,p2413
1.893,3.364e-06,p2414
1.405,6.251e-07,p2415
0.8195,3.468e-06,p2416
1.255,3.654e-06,p2417
0.7983,4.053e-06,p2418
1.378,9.549e-06,p2419
0.7729,3.511e-06,p2420
1.802,6.483e-06,p2421
1.738,5.202e-06,p2422
0.7978,7e-06,p2423
1.514,7.933e-06,p2424
1.349,6.244e-06,p2425
1.431,1.923e-06,p2426
1.905,1.489e-06,p2427
1.494,8.016e-06,p2428
1.721,6.628e-06,p2429
1.705,8.405e-06,p2430
1.446,2.646e-06,p2431
1.977,5.498e-06,p2432
1.936,7.901e-06,p2433
1.676,6.189e-06,p2434
0.7029,1.145e-06,p2435
1.044,9.825e-06,p2436
1.838,2.288e-06,p2437
0.9681,8.401e-07,p2438
1.31,7.044e-06,p2439
1.141,1.199e-06,p2440
1.506,2.739e-06,p2441
1.086,1.453e-07,p2442
1.927,9.704e-06,p2443
0.6761,7.657e-07,p2444
0.8962,8.379e-06,p2445
1.19,4.812e-06,p2446
1.666,7.249e-07,p2447
1.227,8.839e-07,p2448
1.951,7.405e-06,p2449
1.576,3.731e-06,p2450
1.256,7.88e-06,p2451
1.645,1.954e-06,p2452
1.861,2.964e-06,p2453
0.7945,7.827e-07,p2454
1.657,1.691e-06,p2455
1.492,4.09e-06,p2456
1.452,7.794e-06,p2457
1.866,9.879e-06,p2458
0.5275,7.891e-06,p2459
0.973,8.932e-06,p2460
1.088,4.063e-07,p2461
0.5189,9.972e-06,p2462
0.7918,2.417e-06,p2463
1.172,3e-06,p2464
1.034,1.797e-06,p2465
1.047,5.64e-06,p2466
1.068,5.22e-06,p2467
1.029,1.767e-06,p2468
1.638,1.859e-06,p2469
0.8072,1.121e-06,p2470
0.9202,9.461e-06,p2471
0.9,9.839e-06,p2472
0.7516,7.682e-07,p2473
0.925,9.993e-06,p2474
1.706,5.613e-06,p2475
1.828,4.509e-06,p2476
1.839,4.488e-06,p2477
1.078,4.003e-06,p2478
1.326,4.57e-06,p2479
0.8065,5.189e-06,p2480
1.302,2.44e-06,p2481
0.7781,8.468e-06,p2482
1.394,1.013e-06,p2483
1.31,7.637e-06,p2484
0.8091,3.583e-06,p2485
1.161,1.291e-06,p2486
0.7384,6.608e-06,p2487
1.772,8.281e-06,p2488
0.5879,4.977e-06,p2489
1.375,9.45e-06,p2490
1.753,3.224e-06,p2491
0.6659,6.824e-06,p2492
0.5065,7.198e-06,p2493
1.166,1.3e-06,p2494
1.587,3.765e-06,p2495
1.443,5.016e-06,p2496
1.136,4.004e-06,p2497
0.7094,5.611e-06,p2498
1.583,8.985e-06,p2499
1.764,4.049e-06,p2500
0.8564,3.096e-06,p2501
0.987,7.07e-06,p2502
1.552,4.484e-06,p2503
1.748,7.598e-06,p2504
1.87,8.959e-06,p2505
1.316,3.703e-06,p2506
0.6999,6.337e-06,p2507
0.5031,4.114e-06,p2508
0.8705,9.393e-06,p2509
1.746,2.09e-06,p2510
1.055,1.275e-06,p2511
1.577,4.327e-06,p2512
1.795,9.205e-06,p2513
0.7303,9.266e-06,p2514
0.7875,6.096e-06,p2515
1.265,8.488e-06,p2516
1.939,3.178e-06,p2517
0.5279,1.112e-06,p2518
0.5997,4.862e-06,p2519
0.6389,8.612e-06,p2520
0.8433,1.597e-07,p2521
1.488,1.092e-06,p2522
1.221,7.261e-06,p2523
1.894,8.182e-06,p2524
0.5826,2.089e-06,p2525
1.057,3.113e-06,p2526
1.934,3.418e-06,p2527
1.316,1.289e-06,p2528
1.995,8.274e-06,p2529
1.962,1.471e-06,p2530
1.084,2.061e-06,p2531
0.8089,8.95e-06,p2532
0.7362,3.863e-06,p2533
1.356,5.889e-06,p2534
1.771,2.511e-06,p2535
1.991,2.465e-06,p2536
1.402,6.227e-06,p2537
0.7812,6.283e-06,p2538
1.366,4.727e-07,p2539
1.623,5.017e-07,p2540
1.096,8.035e-06,p2541
1.601,9.222e-06,p2542
0.6638,3.2e-06,p2543
1.564,7.875e-06,p2544
1.271,6.4e-06,p2545
0.7413,4.11e-06,p2546
0.5364,9.988e-06,p2547
1.248,9.929e-06,p2548
1.665,9.183e-06,p2549
1.319,9.544e-06,p2550
1.69,6.273e-06,p2551
1.625,5.466e-06,p2552
1.001,4.21e-06,p2553
0.7119,5.976e-06,p2554
1.558,1.82e-06,p2555
1.141,2.753e-07,p2556
1.799,9.036e-06,p2557
1.073,9.419e-06,p2558
1.294,2.638e-06,p2559
1.597,7.808e-06,p2560
0.8393,3.818e-07,p2561
0.6399,5.599e-06,p2562
1.966,3.129e-06,p2563
1.051,7.402e-06,p2564
0.5557,6.204e-06,p2565
1.803,1.7e-06,p2566
1.014,9.696e-06,p2567
1.602,7.611e-06,p2568
0.6468,2.616e-06,p2569
1.914,7.295e-06,p2570
1.899,5.749e-06,p2571
0.895,8.547e-06,p2572
0.9879,6.289e-06,p2573
0.5639,9.474e-06,p2574
1.068,5.721e-07,p2575
1.952,6.426e-06,p2576
0.7594,4.383e-06,p2577
0.9479,1.434e-06,p2578
1.195,6.334e-06,p2579
0.9707,4.363e-06,p2580
0.9336,8.663e-07,p2581
0.7137,3.365e-06,p2582
1.149,3.414e-06,p2583
0.8039,7.102e-06,p2584
0.9962,7.04e-06,p2585
0.6155,5.216e-06,p2586
1.694,9.247e-06,p2587
0.6419,5.394e-06,p2588
0.8545,2.56e-06,p2589
0.6791,6.855e-06,p2590
1.709,6.326e-06,p2591
1.881,8.54e-06,p2592
1.365,1.162e-06,p2593
0.5483,9.48e-06,p2594
0.5534,2.47e-06,p2595
1.429,4.548e-07,p2596
0.5989,7.187e-06,p2597
1.896,6.417e-07,p2598
0.6651,4.664e-06,p2599
1.262,2.552e-06,p2600
0.9046,2.214e-07,p2601
1.076,5.834e-06,p2602
1.651,6.934e-07,p2603
0.979,2.522e-06,p2604
0.5162,8.974e-06,p2605
0.5309,8.565e-06,p2606
0.6843,5.657e-06,p2607
1.759,2.593e-06,p2608
0.5446,7.952e-06,p2609
1.316,4.083e-06,p2610
1.101,6.105e-06,p2611
1.837,3.276e-06,p2612
0.5206,4.401e-06,p2613
0.9592,3.941e-06,p2614
0.5378,4.414e-06,p2615
1.734,3.926e-06,p2616
1.648,4.119e-06,p2617
1.502,9.107e-07,p2618
1.319,1.346e-06,p2619
0.7822,6.473e-06,p2620
0.5967,9.611e-06,p2621
1.797,8.952e-06,p2622
1.778,8.047e-06,p2623
1.552,3.806e-06,p2624
0.718,8.243e-06,p2625
1.899,1.24e-06,p2626
1.723,6.795e-07,p2627
1.305,3.226e-06,p2628
1.57,6.454e-07,p2629
1.591,2.254e-06,p2630
1.223,9.442e-06,p2631
1.542,4.749e-06,p2632
1.928,5.296e-06,p2633
1.57,2.574e-06,p2634
1.073,6.583e-06,p2635
1.185,6.207e-06,p2636
1.482,3.234e-07,p2637
1.233,7.561e-06,p2638
1.928,1.337e-06,p2639
1.539,2.144e-06,p2640
1.305,1.875e-06,p2641
1.208,9.093e-06,p2642
1.668,4.635e-06,p2643
1.338,6.451e-06,p2644
1.245,7.152e-06,p2645
1.703,8.879e-06,p2646
0.7156,6.904e-07,p2647
1.108,9.916e-06,p2648
1.824,8.063e-06,p2649
0.6614,7.641e-06,p2650
1.32,4.028e-06,p2651
1.625,8.276e-06,p2652
1.383,4.312e-06,p2653
1.103,6.936e-06,p2654
0.7323,5.797e-06,p2655
1.756,9.983e-06,p2656
1.573,1.841e-06,p2657
1.971,3.588e-06,p2658
1.993,9.462e-06,p2659
1.124,2.363e-06,p2660
1.501,2.048e-06,p2661
1.918,9.682e-06,p2662
1.63,4.224e-06,p2663
0.5405,7.231e-06,p2664
1.713,8.395e-06,p2665
1.878,6.836e-06,p2666
1.673,4.578e-06,p2667
1.336,3.9e-06,p2668
1.941,4.325e-06,p2669
1.785,1.626e-06,p2670
1.474,3.294e-06,p2671
1.144,2.427e-06,p2672
1.845,2.892e-07,p2673
1.315,1.823e-06,p2674
1.192,3.298e-06,p2675
1.462,3.337e-06,p2676
0.9351,5.935e-06,p2677
1.894,6.917e-06,p2678
1.04,5.657e-07,p2679
1.278,4.932e-06,p2680
0.5103,4.447e-06,p2681
0.6479,7.675e-06,p2682
1.393,2.972e-06,p2683
0.6898,3.513e-07,p2684
0.6777,6.193e-06,p2685
1.63,7.513e-06,p2686
0.6956,5.168e-07,p2687
1.115,9.942e-06,p2688
1.014,5.356e-06,p2689
0.6023,5.147e-06,p2690
1.994,5.88e-06,p2691
0.5664,8.184e-06,p2692
0.7955,8.008e-06,p2693
0.9825,9.439e-06,p2694
0.7991,9.862e-07,p2695
1.547,2.043e-06,p2696
0.6819,3.087e-07,p2697
1.257,4.483e-06,p2698
0.7798,6.231e-06,p2699
1.667,4.847e-06,p2700
0.7369,2.096e-07,p2701
0.6865,1.497e-06,p2702
1.674,3.707e-06,p2703
0.5211,6.355e-06,p2704
0.9304,1.916e-06,p2705
1.379,4.841e-06,p2706
0.7601,2.439e-06,p2707
0.8004,6.767e-06,p2708
1.691,2.241e-06,p2709
1.355,6.765e-06,p2710
1.983,3.122e-06,p2711
1.72,9.164e-06,p2712
1.488,8.245e-06,p2713
0.9218,9.112e-07,p2714
1.044,8.687e-06,p2715
1.606,3.686e-06,p2716
1.321,7.738e-06,p2717
0.5936,8e-06,p2718
1.066,9.881e-07,p2719
1.571,5.846e-06,p2720
1.344,1.179e-06,p2721
0.9996,1.284e-06,p2722
1.175,4.245e-06,p2723
1.887,6.302e-06,p2724
1.183,7.743e-06,p2725
1.109,6.698e-06,p2726
1.233,6.364e-06,p2727
0.8667,4.116e-06,p2728
1.231,4.66e-07,p2729
0.8305,8.498e-07,p2730
1.594,6.062e-06,p2731
1.053,2.078e-06,p2732
1.586,4.849e-06,p2733
0.6089,2.221e-06,p2734
0.8308,5.349e-06,p2735
1.115,4.481e-07,p2736
1.861,3.633e-07,p2737
1.137,5.467e-06,p2738
1.223,8.081e-06,p2739
0.8538,3.144e-06,p2740
1.102,2.913e-06,p2741
